id,Data,Pais,Estado,Setor_Industrial,Nivel_Acidente,Nivel_Acidente_Potencial,Genero,Tipo_Trabalhador,Risco_Critico,Descricao
66,2016-03-22 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"Ao realizar a atividade de corte de tela eletrossoldada na frente de trabalho, o auxiliar posiciona os pés em uma extremidade da tela deixando a outra extremidade livre, no momento em que o auxiliar se abaixa para fazer o corte com a tesoura, a extremidade livre da tela retorna por inércia atingindo o parceiro acima de sua lente de segurança."
67,2016-03-22 00:00:00,Brasil,São Paulo,Mineração,IV - Alto,IV - Alto,Homem,Terceiro,Outros,"Durante a obra de reforma dos tubos de PEAD (4"" de diâmetro) com dois operários, quando o operário que fixava o tubo com uma corrente, de pé sobre a cesta do ampoloader - elevado a uma altura de 3,0 m do solo -, o tubo escorregou e bateu em seu braço direito, causando uma lesão no rádio do braço direito."
68,2016-03-25 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Nas circunstâncias em que um caminhão basculante carregado de minério entrou para descarregar para trás em uma curva na parte alta da via La Laquia, o operador não percebeu o desnível da estrada (aproximadamente um metro) aproximando-se da borda e tombando o caminhão para o lado direito. O operador viajava sozinho no caminhão e fazia uso de cinto de segurança, capacete e óculos no momento do acidente. Durante o processo de descarga, havia duas praças que ficavam a 25 m do local do acidente. O teste do alcohotest ao operador foi negativo."
69,2016-03-30 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,IV - Alto,Homem,Terceiro,Outros,"Sendo aproximadamente 17h45. No nível. 1710 Cx 018 BP 745, nas circunstâncias em que os trabalhadores da empresa Rock realizaram a ancoragem do pino central para ancoragem da furadeira Diamantina XRD -30 (bob Cat) o auxiliar Cristian (lesado) fez o ajuste da porca do parafuso central com a chave stilson nº 18 Simultaneamente José do painel de controle fez o movimento da unidade de rotação para o posicionamento do pino de fixação, nesse momento a moldura é deslizou pressionando o polegar da mão esquerda do auxiliar contra a chave stilson, causando a lesão descrita, pela falta de fixação dos parafusos de fixação do quadro."
70,2016-03-30 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"Após ter realizado o apoio mecanizado com a Tesoura nº 200, o operador do equipamento pesado pega a mangueira de abastecimento de água em direção ao tambor do equipamento e, enquanto se dirigia para a cabine da Tesoura no caminho sobre um pedaço de rocha - 10 cm de altura aprox. - que se desloca deslizando o pé direito causando a lesão descrita."
71,2016-03-31 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,Sendo aproximadamente 14:25 h ao supervisionar a fixação da linha do POM D071 Roy Canario retornando ao espessador D1304 bate o nariz com a calha metálica fora de operação.
72,2016-03-31 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Prensado,"O funcionário, que realizava a operação de descarga do caminhão, um feixe de ferro pressionou seu dedo direito e feriu o braço esquerdo."
73,2016-04-01 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Após carregar dois furos da detonação anterior com o uso de uma escada telescópica, o carregador mestre puxa a escada destacando-se do ponto de apoio superior, cerca de 3 mt. de altura, um fragmento de rocha – 3cm x 3cm x 2 cm; 54 gr - que é projetado pela extremidade direita da escada atingindo o mestre carregador na maçã do rosto e lábio superior produzindo a lesão descrita. O mestre expedidor usou seus óculos de segurança."
74,2016-04-03 00:00:00,Brasil,São Paulo,Mineração,III - Médio,V - Muito Alto,Homem,Terceiro,Outros,"Durante a parada da planta programada para manutenção, quase ao final da troca do encaixe ""T"" do tubo HDP com diâmetro de 14"", o Morador entra na zona de trabalho por baixo para supervisionar a obra, nesse momento quatro operários - ancorados com arnês - que estavam na parte superior manipulando o acessório ""T"" para amarrar as flanges do tubo HDP e PVC de 14"" diâmetro, de repente o tubo de PVC sai do seu suporte (tubo com material fino de rejeito (Peso 700kg.)) e cai de uma altura de 2 metros no chão, quica e aprisiona o engenheiro residente. Apenas o trabalhador ferido estava na parte inferior ou na linha de fogo."
75,2016-04-02 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"Estacionando o equipamento Dumper ° 18 na oficina de manutenção, o mecânico solicita ao operador que recue o equipamento para lavagem, em seguida o operador aciona a marcha à ré com a porta da cabine totalmente aberta, ao chegar na área de lavagem (8 metros atrás), freia e a porta da cabine fecha intempestivamente e atinge seu rosto, causando um ferimento leve. Na área estava o mecânico ao nível do chão em local seguro."
76,2016-04-01 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,V - Muito Alto,Homem,Terceiro (Remoto),Outros,"Nas circunstâncias em que dois trabalhadores da empresa Abratech realizavam massagens no interior do tanque de condicionamento (5 metros de profundidade e coberto por plataformas) de grades metálicas - grade- na parte superior), outros dois funcionários da empresa HyT realizavam manobras de transferência de uma bomba com auxílio de um carrapato manual - que funcionava enganchado em uma viga H, arrastando a bomba sobre as grades metálicas (grade), de repente a bomba é enganchada em uma grade metálica (grade) e ao tentar soltá-la, a grade metálica (grade - 13,0 Kg. (60 cm x 92 cm)) cai dentro do tanque, atinge um canal diagonal dentro do tanque e em seguida atinge o braço direito de um dos trabalhadores e roça o capacete do segundo trabalhador que estava agachado. A área para onde a bomba estava sendo movimentada estava marcada com fita adesiva e não tinha vigia."
77,2016-03-10 00:00:00,Canadá,Quebec,Outros,II - Baixo,II - Baixo,Homem,Terceiro,Outros,"Ao acessar a área de Santa do Novo, para abertura do chope, o General avançava à frente da equipe para abrir acesso ao Manetômetro, quando se deparou com uma área com declive acentuado e presença de cascalho. Em determinado local de acesso o funcionário escorregou, vindo com isso desequilibrar-se. Nesse momento o facão que estava em sua mão esquerda escorregou na perna direita acima do joelho, causando um corte de 3cm."
78,2016-03-24 00:00:00,Canadá,Quebec,Outros,IV - Alto,IV - Alto,Homem,Terceiro,Pesquisa,"Ao realizar a manobra de retirada da manga, quando o buraco estava com 600 metros de profundidade, o General da Silva pressionou apenas um dos lados da porca de travamento das hastes, que junto com o macaco, sustenta todo o peso das hastes na manobra. Como o procedimento de travamento não foi eficaz, o peso das hastes foi fixado apenas pelo cabo de aço do guincho da sonda. No momento em que o perfurador Pedro soltou o freio do guincho, a ineficácia do travamento feito apenas em um dos lados da castanha e sem auxílio do macaco, provocou o deslizamento das hastes. O auxiliar foi preparado para destravamento manual das hastes, segurando firmemente a chave da torneira contra a torre da sonda conforme a composição se deslocava. À medida que as hastes deslizavam, suas mãos foram deslocadas para baixo, fazendo com que sua mão esquerda batesse contra a base da estrutura da torre da sonda, causando cortes no 4º e 5º Quirodáctilo. funcionário foi levado ao hospital onde passou por atendimento médico. a ferida foi suturada com 16 pontos. o mesmo foi afastado por 10 dias de suas atividades."
79,2016-03-22 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"Durante o deslocamento até o veículo, ao final da obra, o colaborador Rhainer pisou em um objeto que não conseguiu identificar, chegando assim a furar a sola da bota e causando um pequeno furo na sola do pé esquerdo do colaborador. A perfuração possivelmente ocorreu devido a um toco de madeira, já que a área percorrida pelo colaborador era um pasto pastoreado recentemente e próximo a uma residência."
80,2016-03-31 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Na oficina nível -970 na Caixa #1, enquanto DOIS os mecânicos manipulavam uma chapa de aço - 60cm x40cm x 2,5cm; 50 Kg - ao colocá-lo na calha da oficina e conseguir retirar o Scaler #142, a placa desliza e restringe o dedo anular direito entre a empena e a placa causando a lesão. O colaborador usava luvas no momento do acidente"
81,2016-04-04 00:00:00,EUA,Florida,Metalurgia,III - Médio,IV - Alto,Homem,Funcionário,Ferramentas manuais,"Ao abrir a válvula de sucção da bomba de ácido 420-BO-01, o cabo da mesma bomba se solta pressionando o 5º dedo da mão esquerda do funcionário contra a tubulação, causando fratura na falange distal. Fotos"
82,2016-04-05 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro,Prevenção de queda (mesmo nível),"O operário realizou a desmontagem de 03 corpos de andaimes no pulpomático do espessador D2251. Após a desmontagem da base do andaime, localizada a aproximadamente um metro de altura do piso do poço, os rebites do suporte de ancoragem da plataforma foram quebrados, provocando a queda do trabalhador e impactando o joelho direito no suporte que estou ancorado em uma das horizontais da estrutura do andaime."
83,2016-04-05 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro,Prensado,Funcionário relata que ao manusear o ar condicionado pressionou o 2º quirodáctilo direito causando uma contusão.
84,2016-04-07 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Depois de estacionar uma carrinha junto a um aglomerado de travessas e tábuas de madeira, o condutor, ao descer, pisou numa tábua onde sobressaía um prego de ferro com 11/2"" de comprimento, que não identificou porque a tábua estava submersa numa poça de água. Este acidente provocou um pequeno ferimento na sola do pé esquerdo. No momento do acidente o trabalhador usava botas de segurança."
85,2016-04-08 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Durante a manutenção da locomotiva N°16 na oficina de nível -1170, o auxiliar ao puxar a cadeira da locomotiva para trás tropeça na grade de ventilação, caindo na plataforma da locomotiva e em seguida no chão da oficina de uma altura de 1,17m gerando o ferimento. No momento do acidente o auxiliar usava capacete de segurança e faixa de queixo."
86,2016-04-11 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Uma vez levantada a máquina RB (peso 7 tn) a 15 cm do nível do chão, o acidentalmente passa a puxar a máquina RB com uma chave de 5 toneladas (tampa máxima), para colocá-la no chão, após avançar 70 cm horizontalmente, o chumbador (tipo pig tail, 5/8 ""de diâmetro) ao qual a chave estava enganchada, ele quebra transversalmente, e com a força de tração, esta chave é projetada no ombro esquerdo do acidentado causando o lesão - O ferido estava a 1,50 metros da chave - No momento do incidente, o auxiliar estava a 5 metros fazendo ordem e limpeza."
87,2016-04-11 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Ao posicionar o parafuso tipo tesoura N° 09 a Leste do realce 175 (40 metros do topo), o operador e seu auxiliar verificam que a manga de ventilação irá obstruir o apoio da empena esquerda, pelo que decidem seccionar a manga e direccioná-la para o corredor principal; o acidentado decide subir ao teto da cabine do equipamento (superfície: 1,5 metros quadrados) para realizar a reinstalação da manga seccionada e, sem perceber, pisa vazio e cai do equipamento de uma altura de 2,50 metros. No momento do acidente, o operador estava na plataforma tesoura bolter, o equipamento estava posicionado e bloqueado para realizar a manutenção e o auxiliar usava capacete de segurança e faixa de queixo."
88,2016-04-14 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Sistemas pressurizados,"Durante a limpeza da tubulação vertical 16” utilizando o equipamento hidrojato (mangueira de alta pressão), a mangueira retornou por obstrução da tubulação com resíduo, atingindo o operador que estava acionando o pedal do equipamento."
89,2016-04-14 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"No bypass 100 do nível 1970 quando os trabalhadores da empresa Incimet Raul (operador da equipe de aparafusamento Bolter) e Rolando (assistente) se aposentaram após instalar o suporte com parafuso helicoidal, a equipe rosa com uma malha pendendo sobre a empena, então o professor manda seu auxiliar cortar a malha e no instante em que o auxiliar termina de cortar a malha, ela sobe repentinamente atingindo seu rosto causando a lesão descrita."
90,2016-04-16 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Sendo 2h40 da manhã. Aproximadamente, Luna – mestre carregador da empresa Incimet estava realizando a atividade de carregamento frontal no Cruiser 771 do nível 1970; em momentos que estava amarrando o pentacorde da coroa e tentando alcançar o fanel do lado esquerdo, perde o equilíbrio por um movimento da escada e cai no chão resultando no acidente."
91,2016-04-16 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Nos momentos em que o operário-mecânico estava na oficina de manutenção, o fio de sua luminária de mineração é enganchado em uma furadeira (4,0 Kg) que estava na mesa de trabalho da oficina, que caiu 1.m e impactou seu pé esquerdo causando um pequeno hematoma. No momento do acidente o colaborador utilizava botas de segurança com biqueira de aço."
92,2016-04-15 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"No armazém geral, enquanto dois atendentes retiravam do compartimento uma malha de borracha para classificação do material - 1,8 m.x1,2 m.x0,02 m.; 60 kg de peso - quando levantado aprox. 40 cm para posicioná-lo contra a borda de outra tela colocada no chão sobre uma maca, esta aprisiona levemente o dedo indicador da mão direita de um dos auxiliares causando um pequeno ferimento cortante. No momento do acidente o trabalhador ferido usava luvas de couro."
